char,radical,ohaeng,huneum,strokes
餕,飠,土,대궁 준,15
餘,飠,土,남을 여,16
餚,飠,土,반찬 효,16
餛,飠,土,- 혼,16
餞,飠,土,보낼 전,17
餡,飠,土,- 함,16
館,飠,土,집 관,17
餬,飠,土,기식할 호,17
餮,食,土,탐할 철,18
餵,飠,土,- 위,17
餼,飠,土,보낼 희,19
餾,飠,土,- 류,18
餿,飠,土,- 수,18
饃,飠,土,- 막,19
饅,飠,土,만두 만,20
饈,飠,土,드릴 수,19
饉,飠,土,주릴 근,20
饊,飠,土,산자 산,20
饋,飠,土,먹일 궤,21
饌,飠,土,반찬 찬,21
饑,飠,土,주릴 기,21
饒,飠,土,넉넉할 요,21
饔,食,土,아침밥 옹,22
饕,食,土,탐할 도,22
饗,食,土,잔치할 향,22
饜,食,土,싫을 염,23
饞,飠,土,탐할 참,25
饢,飠,土,- 낭,30
饣,饣,土,- 식,3
饥,饣,土,- 기,5
饧,饣,土,- 당,7
饨,饣,土,- 돈,7
饩,饣,土,- 희,7
饪,饣,土,- 임,7
饫,饣,土,- 어,7
饬,饣,土,- 칙,7
饭,饣,土,- 반,7
饮,饣,土,- 음,7
饯,饣,土,- 전,8
饰,饣,土,- 식,8
饱,饣,土,- 포,8
饲,饣,土,- 사,8
饴,饣,土,- 이,8
饵,饣,土,- 이,9
饶,饣,土,- 요,9
饷,饣,土,- 향,9
饸,饣,土,- 협,9
饹,饣,土,- 락,9
饺,饣,土,- 교,9
饼,饣,土,- 병,9
饽,饣,土,- 발,10
饿,饣,土,- 아,10
馀,饣,土,- 여,10
馁,饣,土,- 뇌,10
馂,饣,土,- 준,10
馄,饣,土,- 혼,11
馅,饣,土,- 함,11
馆,饣,土,- 관,11
馇,饣,土,- 사,12
馈,饣,土,- 궤,12
馊,饣,土,- 수,12
馋,饣,土,- 참,12
馍,饣,土,- 막,13
馏,饣,土,- 류,13
馐,饣,土,- 수,13
馑,饣,土,- 근,14
馒,饣,土,- 만,14
馓,饣,土,산자 산,15
馔,饣,土,- 찬,15
馕,饣,土,- 양,25
首,首,火,머리 수,9
馗,首,火,아홉거리 규,11
馘,首,火,벨 괵,17
香,香,木,향기 향,9
馥,香,木,향기 복,18
馨,香,木,꽃다울 형,20
馬,馬,火,말 마,10
馭,馬,火,말부릴 어,12
馮,馬,火,탈[乘] 빙,12
馱,馬,火,짐실을 타,13
馳,馬,火,달릴 치,13
馴,馬,火,길들일 순,13
駁,馬,火,논박할 박,14
駐,馬,火,머무를 주,15
駑,馬,火,둔한말 노,15
駒,馬,火,망아지 구,15
駕,馬,火,멍에 가,15
駙,馬,火,부마 부,15
駛,馬,火,달릴 사,15
駝,馬,火,낙타 타,15
駟,馬,火,사마(駟馬) 사,15
駢,馬,火,나란히 할 변,16
駭,馬,火,놀랄 해,16
駮,馬,火,짐승이름 박,16
駱,馬,火,낙타 락,16
駿,馬,火,준마 준,17
騁,馬,火,달릴 빙,17
騅,馬,火,푸르고흰얼룩말 추,18
騎,馬,火,말탈 기,18
騖,馬,火,달릴 무,19
騙,馬,火,속일 편,19
騫,馬,火,이지러질 건,20
騭,馬,火,수말 즐,20
騮,馬,火,- 류,20
騰,馬,火,오를 등,20
騶,馬,火,마부 추,20
騷,馬,火,떠들 소,20
騾,馬,火,노새 라,21
驀,馬,火,뛰어넘을 맥,21
驅,馬,火,몰 구,21
驊,馬,火,준마 화,22
驌,馬,火,좋은말 숙,22
驎,馬,火,워라말 린,22
驕,馬,火,교만할 교,22
驗,馬,火,시험 험,23
驚,馬,火,놀랄 경,23
驛,馬,火,역 역,23
驟,馬,火,빠를 취,24
驢,馬,火,나귀 려,26
驤,馬,火,날뛰는 말 양,27
驥,馬,火,천리마 기,26
驦,馬,火,- 상,27
驪,馬,火,검은말 려,29
驭,马,火,- 어,5
驮,马,火,- 타,6
驯,马,火,- 순,6
驰,马,火,- 치,6
驱,马,火,- 구,7
驳,马,火,- 박,7
驴,马,火,- 려,7
驵,马,火,- 장,8
驶,马,火,- 사,8
驷,马,火,- 사,8
驸,马,火,- 부,8
驹,马,火,- 구,8
驺,马,火,- 추,8
驻,马,火,- 주,8
驼,马,火,- 타,8
驽,马,火,- 노,8
驾,马,火,- 가,8
驿,马,火,- 역,8
骀,马,火,- 태,8
骁,马,火,- 효,9
骂,口,土,- 매,9
骄,马,火,- 교,9
骅,马,火,- 화,9
骆,马,火,- 락,9
骇,马,火,- 해,9
骈,马,火,- 변,9
骊,马,火,- 려,10
骋,马,火,- 빙,10
验,马,火,- 험,10
骏,马,火,- 준,10
骐,马,火,- 기,11
骑,马,火,- 기,11
骒,马,火,- 과,11
骓,马,火,- 추,11
骕,马,火,말 이름 숙,11
骖,马,火,- 참,11
骗,马,火,- 편,12
骘,马,火,- 즐,13
骚,马,火,- 소,12
骛,马,火,- 무,12
骜,马,火,- 오,13
骝,马,火,- 류,13
骞,马,火,- 건,13
骟,马,火,- 선,13
骠,马,火,- 표,14
骡,马,火,- 라,14
骢,马,火,- 총,14
骣,马,火,- 잔,15
骤,马,火,- 취,17
骥,马,火,- 기,19
骦,马,火,- 상,20
骧,马,火,- 양,20
骨,骨,土,뼈 골,10
骯,骨,土,꼿꼿할 항,14
骰,骨,土,주사위 투,14
骱,骨,土,- 갈,14
骶,骨,土,꽁무니 끝 저,15
骷,骨,土,해골 고,15
骸,骨,土,뼈 해,16
骺,骨,土,- 후,16
骼,骨,土,마른 뼈 격,16
髀,骨,土,넓적다리 비,18
髁,骨,土,넓적다리뼈 과,18
髂,骨,土,허리뼈 가,19
髅,骨,土,- 루,18
髋,骨,土,- 관,19
髌,骨,土,- 빈,19
髑,骨,土,해골 촉,23
髒,骨,土,몸 뚱뚱할 장,23
髓,骨,土,뼛골 수,23
體,骨,土,몸 체,23
髕,骨,土,종지뼈 빈,24
髖,骨,土,허리뼈 관,25
高,高,土,높을 고,10
髟,髟,火,머리털 희뜩희뜩할 표,10
髡,髟,火,머리깎을 곤,13
髦,髟,火,다박머리 모,14
髫,髟,火,다박머리 초,15
髭,髟,火,코밑수염 자,16
髮,髟,火,터럭 발,15
髯,髟,火,구레나룻 염,15
髹,髟,火,옻칠할 휴,16
髻,髟,火,상투 계,16
鬃,髟,火,- 종,18
鬄,髟,火,- 체,18
鬆,髟,火,터럭 더부룩할 송,18
鬈,髟,火,머리고울 권,18
鬍,髟,火,수염 호,19
鬏,髟,火,- 추,19
鬒,髟,火,숱많고검을 진,20
鬓,髟,火,- 빈,20
鬚,髟,火,수염 수,22
鬟,髟,火,쪽찐 머리 환,23
鬢,髟,火,살쩍 빈,24
鬣,髟,火,갈기 렵,25
鬥,鬥,金,- 두,10
鬧,鬥,金,지껄일 뇨,15
鬨,鬥,金,싸움소리 홍,16
鬩,鬥,金,송사할 혁,18
鬭,鬥,金,- 투,25
鬮,鬥,金,제비뽑을 구,26
鬯,鬯,水,향풀 창,10
鬱,鬯,水,답답할 울,29
鬲,鬲,火,솥 력,10
鬳,鬲,火,- 권,16
鬻,鬲,火,죽 죽,22
鬼,鬼,水,귀신 귀,10
魁,鬼,水,괴수 괴,14
魂,鬼,水,넋 혼,14
魃,鬼,水,가물 발,15
魄,鬼,水,넋 백,15
魅,鬼,水,매혹할 매,15
魆,鬼,水,- 훌,15
魇,鬼,水,- 염,16
魈,鬼,水,산도깨비 소,17
魉,鬼,水,- 량,17
魍,鬼,水,도깨비 망,18
魎,鬼,水,도깨비 량,18
魏,鬼,水,성(姓) 위,18
魑,鬼,水,도깨비 리,21
魔,鬼,水,마귀 마,21
魖,鬼,水,- 허,22
魘,鬼,水,잠꼬대할 염,24
魚,魚,水,고기 어,11
魝,魚,水,- 결,13
魠,魚,水,- 탁,14
魯,魚,水,노나라 로,15
魷,魚,水,- 우,15
鮃,魚,水,가자미 평,16
鮑,魚,水,절인물고기 포,16
鮨,魚,水,젓갈 지,17
鮪,魚,水,상어 유,17
鮫,魚,水,상어 교,17
鮭,魚,水,어채 해,17
鮮,魚,水,고울 선,17
鯇,魚,水,산천어 혼,18
鯉,魚,水,잉어 리,18
鯊,魚,水,상어 사,18
鯔,魚,水,숭어 치,19
鯕,魚,水,- 기,19
鯖,魚,水,청어 청,19
鯗,魚,水,- 상,19
鯛,魚,水,도미 조,19
鯡,魚,水,곤이 비,19
鯢,魚,水,암고래 예,19
鯤,魚,水,곤어 곤,19
鯧,魚,水,병어 창,19
鯨,魚,水,고래 경,19
鯪,魚,水,천산갑 릉,19
鯫,魚,水,송사리 추,19
鯰,魚,水,- 염,19
鯷,魚,水,메기 제,20
鯽,魚,水,붕어 즉,18
鰂,魚,水,- 즉,20
鰆,魚,水,- 춘,20
鰈,魚,水,가자미 접,20
鰓,魚,水,뿔심 새,20
鰟,魚,水,- 방,21
鰣,魚,水,준치 시,21
鰥,魚,水,홀아비 환,21
鰭,魚,水,지느러미 기,21
鰱,魚,水,연어 련,22
鰲,魚,水,자라 오,22
鰹,魚,水,큰 가물치 견,22
鰻,魚,水,뱀장어 만,22
鰾,魚,水,부레 표,22
鱀,魚,水,- 기,20
鱄,魚,水,- 전,22
鱅,魚,水,용어 용,22
鱆,魚,水,- 장,22
鱈,魚,水,대구 설,22
鱉,魚,水,자라[鼈] 별,23
鱒,魚,水,송어 준,23
鱔,魚,水,드렁허리 선,23
鱖,魚,水,쏘가리 궐,23
鱗,魚,水,비늘 린,23
鱘,魚,水,심어 심,23
鱠,魚,水,회 회,24
鱣,魚,水,전어 전,24
鱥,魚,水,- 궤,24
鱧,魚,水,가물치 례,24
鱷,魚,水,- 악,27
鱸,魚,水,농어 로,27
鱺,魚,水,뱀장어 려,30
鱻,魚,水,생선 선,33
鱿,鱼,水,- 우,12
鲁,鱼,水,- 로,12
鲂,鱼,水,- 방,12
鲃,鱼,水,- 파,12
鲅,鱼,水,- 발,13
鲆,鱼,水,- 평,13
鲇,鱼,水,- 점,13
鲈,鱼,水,- 로,13
鲋,鱼,水,- 부,13
鲍,鱼,水,- 포,13
鲎,鱼,水,- 후,13
鲐,鱼,水,- 태,13
鲑,鱼,水,- 해,14
鲒,鱼,水,- 길,14
鲔,鱼,水,- 유,14
鲕,鱼,水,- 이,14
鲗,鱼,水,- 즉,14
鲙,鱼,水,- 회,14
鲚,鱼,水,- 제,14
鲛,鱼,水,- 교,14
鲜,鱼,水,- 선,14
鲞,鱼,水,- 상,14
鲟,鱼,水,- 심,14
鲠,鱼,水,- 경,15
鲡,鱼,水,- 려,15
鲢,鱼,水,- 련,15
鲣,鱼,水,- 견,15
鲤,鱼,水,- 리,15
鲥,鱼,水,- 시,15
鲦,鱼,水,- 조,15
鲧,鱼,水,- 곤,15
鲨,鱼,水,- 사,15
鲩,鱼,水,- 환,15
鲫,鱼,水,- 즉,15
鲭,鱼,水,- 청,16
鲮,鱼,水,- 릉,16
鲯,鱼,水,- 기,16
鲰,鱼,水,- 추,16
鲱,鱼,水,- 비,16
鲲,鱼,水,- 곤,16
鲳,鱼,水,- 창,16
鲴,鱼,水,- 고,16
鲵,鱼,水,- 예,16
鲶,鱼,水,- 염,16
鲷,鱼,水,- 조,16
鲸,鱼,水,- 경,16
鲺,鱼,水,- 슬,16
鲻,鱼,水,- 치,16
鲼,鱼,水,- 분,17
鲽,鱼,水,- 접,17
鳀,鱼,水,- 제,17
鳃,鱼,水,- 새,17
鳄,鱼,水,- 악,17
鳅,鱼,水,- 추,17
鳆,鱼,水,- 복,17
鳇,鱼,水,- 황,17
鳊,鱼,水,- 편,17
鳋,鱼,水,- 소,17
鳌,鱼,水,- 오,18
鳍,鱼,水,- 기,18
鳎,鱼,水,- 탑,18
鳏,鱼,水,- 환,18
鳐,鱼,水,- 요,18
鳑,鱼,水,- 방,18
鳓,鱼,水,- 륵,19
鳔,鱼,水,- 표,19
鳕,鱼,水,- 설,19
鳖,鱼,水,- 별,19
鳗,鱼,水,- 만,19
鳘,鱼,水,- 민,19
鳙,鱼,水,- 용,19
鳜,鱼,水,- 궐,20
鳝,鱼,水,- 선,20
鳞,鱼,水,- 린,21
鳟,鱼,水,- 준,20
鳢,鱼,水,- 례,21
鳣,鱼,水,- 전,21
鳥,鳥,火,새 조,11
鳧,鳥,火,물오리 부,13
鳩,鳥,火,비둘기 구,13
鳳,鳥,火,봉새 봉,14
鳴,鳥,火,울 명,14
鳶,鳥,火,솔개 연,14
鴂,鳥,火,- 결,15
鴆,鳥,火,짐새 짐,15
鴇,鳥,火,너새 보,15
鴈,鳥,火,기러기 안,15
鴉,鳥,火,갈까마귀 아,15
鴒,鳥,火,할미새 령,16
鴔,鳥,火,- 핍,16
鴕,鳥,火,타조 타,16
鴛,鳥,火,원앙 원,16
鴞,鳥,火,부엉이 효,16
鴟,鳥,火,솔개 치,16
鴣,鳥,火,자고 고,16
鴦,鳥,火,원앙 앙,16
鴨,鳥,火,오리 압,16
鴯,鳥,火,- 이,17
鴰,鳥,火,재두루미 괄,17
鴴,鳥,火,- 행,17
鴻,鳥,火,기러기 홍,17
鴿,鳥,火,- 합,17
鵂,鳥,火,수리부엉이 휴,17
鵑,鳥,火,두견새 견,18
鵒,鳥,火,- 욕,18
鵓,鳥,火,집비둘기 발,18
鵜,鳥,火,사다새 제,18
鵝,鳥,火,거위 아,18
鵠,鳥,火,고니 곡,18
鵡,鳥,火,앵무새 무,18
鵪,鳥,火,- 암,19
鵬,鳥,火,새 붕,19
鵯,鳥,火,갈가마귀 필,19
鵰,鳥,火,수리 조,19
鵲,鳥,火,까치 작,19
鵾,鳥,火,댓닭 곤,19
鶇,鳥,火,- 동,19
鶉,鳥,火,메추리 순,19
鶊,鳥,火,꾀꼬리 경,19
鶓,鳥,火,- 묘,20
鶖,鳥,火,무수리 추,20
鶘,鳥,火,- 호,20
鶚,鳥,火,물수리 악,20
鶩,鳥,火,집오리 목,20
鶬,鳥,火,왜가리 창,21
鶯,鳥,火,꾀꼬리 앵,21
鶴,鳥,火,학 학,21
鶹,鳥,火,올빼미 류,21
鶺,鳥,火,- 척,21
鶻,鳥,火,송골매 골,21
鶼,鳥,火,- 겸,21
鷀,鳥,火,- 자,21
鷂,鳥,火,장끼 요,21
鷄,鳥,火,닭 계,21
鷈,鳥,火,- 체,21
鷉,鳥,火,- 체,21
鷓,鳥,火,자고 자,22
鷗,鳥,火,갈매기 구,22
鷙,鳥,火,맹금 지,22
鷦,鳥,火,뱁새 초,23
鷫,鳥,火,숙상새 숙,23
鷯,鳥,火,- 료,23
鷲,鳥,火,독수리 취,23
鷸,鳥,火,도요새 휼,23
鷹,鳥,火,매 응,24
鷺,鳥,火,해오라기 로,24
鷿,鳥,火,농병아리 벽,24
鸂,鳥,火,- 계,24
鸊,鳥,火,- 벽,24
鸕,鳥,火,가마우지 로,27
鸘,鳥,火,- 상,28
鸚,鳥,火,앵무새 앵,28
鸝,鳥,火,- 리,30
鸞,鳥,火,난새 란,30
鸟,鸟,火,- 조,5
鸠,鸟,火,- 구,7
鸡,鸟,火,- 계,7
鸢,鸟,火,- 연,8
鸣,口,土,- 명,8
鸥,鸟,火,- 구,9
鸦,鸟,火,- 아,9
鸧,鸟,火,- 창,9
鸨,鸟,火,- 보,9
鸩,鸟,火,- 짐,9
鸪,鸟,火,- 고,10
鸫,鸟,火,- 동,10
鸬,鸟,火,- 로,10
鸭,鸟,火,- 압,10
鸮,鸟,火,- 효,10
鸯,鸟,火,- 앙,10
鸰,鸟,火,- 령,10
鸱,鸟,火,- 치,10
鸲,鸟,火,- 구,10
鸳,鸟,火,- 원,10
鸵,鸟,火,- 타,10
鸶,鸟,火,- 사,10
鸷,鸟,火,- 지,11
鸸,鸟,火,- 이,11
鸹,鸟,火,- 괄,11
鸺,鸟,火,- 휴,11
鸻,鸟,火,- 행,11
鸽,鸟,火,- 합,11
鸾,鸟,火,- 란,11
鸿,鸟,火,- 홍,11
鹁,鸟,火,- 발,12
鹂,鸟,火,- 리,12
鹃,鸟,火,- 견,12
鹄,鸟,火,- 곡,12
鹅,鸟,火,- 아,12
鹆,鸟,火,- 욕,12
鹇,鸟,火,- 한,12
鹈,鸟,火,- 제,12
鹉,鸟,火,- 무,13
鹊,鸟,火,- 작,13
鹋,鸟,火,- 묘,13
鹌,鸟,火,- 암,13
鹍,鸟,火,- 곤,13
鹎,鸟,火,- 필,13
鹏,鸟,火,- 붕,13
鹑,鸟,火,- 순,13
鹒,鸟,火,- 경,13
鹔,鸟,火,- 숙,13
鹕,鸟,火,- 호,14
鹗,鸟,火,- 악,14
鹘,鸟,火,- 골,14
鹙,鸟,火,무수리 추,14
鹚,鸟,火,- 자,14
鹛,鸟,火,- 미,14
鹜,鸟,火,- 목,14
鹞,鸟,火,- 요,15
鹠,鸟,火,- 순,15
鹡,鸟,火,- 척,15
鹣,鸟,火,- 겸,15
鹤,鸟,火,- 학,15
鹦,鸟,火,- 앵,16
鹧,鸟,火,- 자,16
鹨,鸟,火,- 류,16
鹩,鸟,火,- 료,17
鹪,鸟,火,- 초,17
鹫,鸟,火,- 취,17
鹬,鸟,火,- 휼,17
鹭,鸟,火,- 로,18
鹮,鸟,火,- 환,18
鹰,鸟,火,- 응,18
鹱,鸟,火,- 확,18
鹳,鸟,火,- 관,22
鹴,鸟,火,- 상,22
鹵,鹵,水,개펄 로,11
鹹,鹵,水,짤[鹽味] 함,20
鹼,鹵,水,- 감,24
鹽,鹵,水,소금 염,24
鹾,卤,水,- 차,16
鹿,鹿,土,사슴 록,11
麂,鹿,土,큰고라니 궤,13
麃,鹿,土,고라니 포,15
麇,鹿,土,무리 군,16
麈,鹿,土,큰사슴 주,16
麋,鹿,土,고라니 미,17
麒,鹿,土,기린 기,19
麓,鹿,土,산기슭 록,19
麗,鹿,土,고울 려,19
麝,鹿,土,사향노루 사,21
麟,鹿,土,기린 린,23
麥,麥,木,보리 맥,11
麦,麦,木,보리 맥,7
麩,麥,木,밀기울 부,15
麯,麥,木,누룩 국,17
麴,麦,木,누룩 국,19
麵,麥,木,국수[麪] 면,20
麸,麦,木,- 부,11
麻,麻,木,삼 마,11
麼,麻,木,작을 마,14
麽,麻,木,잘 마,14
麾,麻,木,기(旗) 휘,15
麿,麻,木,갈 마,18
黃,黃,土,누를 황,12
黄,黄,土,누를 황,11
黉,黄,土,- 횡,16
黍,黍,木,기장 서,12
黎,黍,木,검을 려,15
黏,黍,木,붙일 점,17
黑,黑,水,검을 흑,12
黔,黑,水,검을 검,16
默,黑,水,잠잠할 묵,16
黛,黑,水,눈썹그릴 대,17
黜,黑,水,내칠 출,17
黝,黑,水,검푸를 유,17
點,黑,水,점 점,17
黟,黑,水,검을 이,18
黠,黑,水,약을 힐,18
黢,黑,水,- 출,19
黥,黑,水,자자(刺字)할 경,20
黧,黑,水,검을 래,20
黨,黑,水,무리 당,20
黩,黑,水,- 독,20
黪,黑,水,- 참,20
黯,音,金,검을 암,21
黴,黑,水,기미낄 미,23
黷,黑,水,더러울 독,27
黹,黹,金,- 치,12
黻,黹,金,슬갑 불,17
黼,黹,金,수놓은옷 보,19
黽,黽,水,힘쓸 민,13
黾,黾,水,- 민,8
黿,黽,水,큰자라 원,17
鼂,黽,水,아침 조,18
鼉,黽,水,자라 타,25
鼋,龟,水,- 원,12
鼍,黾,水,- 타,20
鼎,鼎,火,솥 정,13
鼐,鼎,火,큰솥 내,15
鼓,鼓,土,북 고,13
鼕,鼓,土,북소리 동,18
鼗,鼓,土,작은북 도,19
鼙,鼓,土,마상북 비,21
鼠,鼠,水,쥐 서,13
鼢,鼠,水,두더지 분,17
鼩,鼠,水,- 구,18
鼬,鼠,水,청서 유,18
鼯,鼠,水,날다람쥐 오,20
鼱,鼠,水,- 정,21
鼴,鼠,水,두더쥐 언,22
鼷,鼠,水,새앙쥐 혜,23
鼹,鼠,水,두더지 언,23
鼻,鼻,土,코 비,14
鼽,鼻,土,감기들어 코 막힐 구,16
鼾,鼻,土,코골 한,17
齄,鼻,土,코가 붉게 부을 차,23
齊,齊,木,가지런할 제,14
齋,齊,木,재계할 재,17
齌,齊,木,- 제,18
齎,齊,木,가질 재,21
齐,齐,木,- 제,6
齑,齐,木,- 제,15
齒,齒,金,이 치,15
齙,齒,金,이 드러날 포,20
齜,齒,金,이 갈 재,21
齟,齒,金,이어긋날 저,20
齡,齒,金,나이 령,20
齦,齒,金,물을 간,21
齧,齒,金,깨물 설,21
齪,齒,金,악착할 착,22
齬,齒,金,이어긋날 어,22
齮,齒,金,- 기,23
齱,齒,金,- 추,23
齲,齒,金,충치 우,24
齵,齒,金,- 우,24
齶,齒,金,잇몸 악,24
齷,齒,金,악착할 악,24
龀,齿,金,- 친,10
龃,齿,金,- 저,13
龄,齿,金,- 령,13
龅,齿,金,- 포,13
龆,齿,金,- 초,13
龇,齿,金,- 재,14
龈,齿,金,- 간,14
龉,齿,金,- 어,15
龊,齿,金,- 착,15
龋,齿,金,- 우,17
龌,齿,金,- 악,17
龍,龍,木,용 룡,16
龐,龍,木,높은집 방,19
龔,龍,木,공손할 공,22
龕,龍,木,감실 감,22
龚,龙,木,- 공,11
龛,龙,木,- 감,11
龜,龜,水,거북 구,16
龟,龟,水,- 구,7
龠,龠,金,피리 약,17
龥,龠,金,부르짖을 유,26
鎭,釒,金,누를 진,18
㜺,,木,-,0
㦳,,木,-,0
万,,木,-,0
亜,,木,-,0
价,,木,-,0
伋,,木,-,0
会,,木,-,0
伷,,木,-,0
侁,,木,-,0
侘,,木,-,0
俁,,木,-,0
俔,,木,-,0
俤,,木,-,0
俵,,木,-,0
俶,,木,-,0
倓,,木,-,0
倕,,木,-,0
倢,,木,-,0
倧,,木,-,0
偰,,木,-,0
偲,,木,-,0
傴,,木,-,0
僊,,木,-,0
働,,木,-,0
儁,,木,-,0
儔,,木,-,0
兎,,木,-,0
児,,木,-,0
兪,,木,-,0
冨,,木,-,0
冲,,木,-,0
制,,木,-,0
剉,,木,-,0
剟,,木,-,0
剴,,木,-,0
効,,木,-,0
勅,,木,-,0
勍,,木,-,0
勠,,木,-,0
勣,,木,-,0
勲,,木,-,0
卍,,木,-,0
厖,,木,-,0
厠,,木,-,0
厳,,木,-,0
双,,木,-,0
叡,,木,-,0
只,,木,-,0
叶,,木,-,0
号,,木,-,0
后,,木,-,0
向,,木,-,0
吽,,木,-,0
呪,,木,-,0
呰,,木,-,0
咇,,木,-,0
啀,,木,-,0
啣,,木,-,0
喩,,木,-,0
喫,,木,-,0
嗢,,木,-,0
嘷,,木,-,0
噏,,木,-,0
嚭,,木,-,0
嚶,,木,-,0
囁,,木,-,0
囃,,木,-,0
囧,,木,-,0
囮,,木,-,0
国,,木,-,0
坧,,木,-,0
坮,,木,-,0
坵,,木,-,0
垈,,木,-,0
垕,,木,-,0
垞,,木,-,0
埆,,木,-,0
埜,,木,-,0
埰,,木,-,0
埳,,木,-,0
堈,,木,-,0
堉,,木,-,0
堝,,木,-,0
堺,,木,-,0
塏,,木,-,0
塤,,木,-,0
塼,,木,-,0
塽,,木,-,0
墐,,木,-,0
墺,,木,-,0
壎,,木,-,0
壙,,木,-,0
壻,,木,-,0
奰,,木,-,0
奲,,木,-,0
妘,,木,-,0
妬,,木,-,0
姁,,木,-,0
姉,,木,-,0
姍,,木,-,0
姙,,木,-,0
姞,,木,-,0
媞,,木,-,0
媼,,木,-,0
媿,,木,-,0
嫋,,木,-,0
嫮,,木,-,0
嫽,,木,-,0
嬅,,木,-,0
嬙,,木,-,0
嬬,,木,-,0
孋,,木,-,0
孖,,木,-,0
実,,木,-,0
宬,,木,-,0
寀,,木,-,0
寔,,木,-,0
尅,,木,-,0
将,,木,-,0
峘,,木,-,0
峠,,木,-,0
峩,,木,-,0
峯,,木,-,0
崐,,木,-,0
崟,,木,-,0
嵎,,木,-,0
嶋,,木,-,0
嶠,,木,-,0
嶮,,木,-,0
巉,,木,-,0
巋,,木,-,0
幇,,木,-,0
幷,,木,-,0
広,,木,-,0
廐,,木,-,0
廕,,木,-,0
廞,,木,-,0
廧,,木,-,0
廻,,木,-,0
弢,,木,-,0
弴,,木,-,0
彛,,木,-,0
彫,,木,-,0
徬,,木,-,0
徳,,木,-,0
恊,,木,-,0
恵,,木,-,0
悰,,木,-,0
悳,,木,-,0
惇,,木,-,0
惲,,木,-,0
惷,,木,-,0
愃,,木,-,0
愔,,木,-,0
愬,,木,-,0
慙,,木,-,0
慤,,木,-,0
憖,,木,-,0
憮,,木,-,0
懃,,木,-,0
懌,,木,-,0
懍,,木,-,0
戩,,木,-,0
抔,,木,-,0
拏,,木,-,0
拵,,木,-,0
挌,,木,-,0
挿,,木,-,0
捗,,木,-,0
掟,,木,-,0
揃,,木,-,0
搢,,木,-,0
搥,,木,-,0
搾,,木,-,0
摠,,木,-,0
撚,,木,-,0
擣,,木,-,0
攷,,木,-,0
敍,,木,-,0
敱,,木,-,0
斄,,木,-,0
旣,,木,-,0
旵,,木,-,0
旻,,木,-,0
旼,,木,-,0
旽,,木,-,0
昄,,木,-,0
昍,,木,-,0
昞,,木,-,0
昰,,木,-,0
昺,,木,-,0
晄,,木,-,0
晞,,木,-,0
晧,,木,-,0
暎,,木,-,0
暐,,木,-,0
暘,,木,-,0
暲,,木,-,0
暻,,木,-,0
曺,,木,-,0
朞,,木,-,0
朶,,木,-,0
机,,木,-,0
杙,,木,-,0
杻,,木,-,0
枏,,木,-,0
枡,,木,-,0
枲,,木,-,0
枻,,木,-,0
柶,,木,-,0
査,,木,-,0
柾,,木,-,0
栄,,木,-,0
栞,,木,-,0
栢,,木,-,0
栻,,木,-,0
梛,,木,-,0
梠,,木,-,0
梡,,木,-,0
梱,,木,-,0
梶,,木,-,0
检,,木,-,0
棐,,木,-,0
椏,,木,-,0
楡,,木,-,0
楢,,木,-,0
楪,,木,-,0
楯,,木,-,0
楳,,木,-,0
榥,,木,-,0
槇,,木,-,0
槧,,木,-,0
槩,,木,-,0
槪,,木,-,0
槻,,木,-,0
樋,,木,-,0
樒,,木,-,0
樔,,木,-,0
権,,木,-,0
橿,,木,-,0
檉,,木,-,0
檣,,木,-,0
櫝,,木,-,0
櫨,,木,-,0
欅,,木,-,0
歟,,木,-,0
歩,,木,-,0
歿,,木,-,0
殢,,木,-,0
毘,,木,-,0
毬,,木,-,0
氷,,木,-,0
汎,,木,-,0
汙,,木,-,0
汚,,木,-,0
汭,,木,-,0
沄,,木,-,0
沘,,木,-,0
沺,,木,-,0
泚,,木,-,0
泩,,木,-,0
洈,,木,-,0
洢,,木,-,0
洸,,木,-,0
洺,,木,-,0
浤,,木,-,0
浥,,木,-,0
浿,,木,-,0
淏,,木,-,0
渢,,木,-,0
湜,,木,-,0
湳,,木,-,0
滉,,木,-,0
漑,,木,-,0
潾,,木,-,0
澁,,木,-,0
澐,,木,-,0
澔,,木,-,0
澣,,木,-,0
澪,,木,-,0
濔,,木,-,0
濩,,木,-,0
瀅,,木,-,0
瀍,,木,-,0
瀞,,木,-,0
瀲,,木,-,0
瀷,,木,-,0
灝,,木,-,0
灯,,木,-,0
炘,,木,-,0
炟,,木,-,0
点,,木,-,0
烋,,木,-,0
烱,,木,-,0
烺,,木,-,0
焜,,木,-,0
焞,,木,-,0
焠,,木,-,0
煇,,木,-,0
煒,,木,-,0
煖,,木,-,0
煚,,木,-,0
熲,,木,-,0
燁,,木,-,0
燊,,木,-,0
燏,,木,-,0
燐,,木,-,0
燽,,木,-,0
燿,,木,-,0
爀,,木,-,0
爱,,木,-,0
牀,,木,-,0
牁,,木,-,0
牂,,木,-,0
牋,,木,-,0
犇,,木,-,0
狢,,木,-,0
猘,,木,-,0
獪,,木,-,0
獫,,木,-,0
獰,,木,-,0
獺,,木,-,0
獼,,木,-,0
玁,,木,-,0
玆,,木,-,0
玕,,木,-,0
玠,,木,-,0
玦,,木,-,0
珌,,木,-,0
珓,,木,-,0
珝,,木,-,0
